StartSecond,EndSecond,ScientificName,Species,Probability,File,birdcode
32,35,Cyanocitta stelleri,Steller's Jay,0.7165,s2lam005_180707_2018-07-11_06-00.wav,STJA
33,36,Cyanocitta stelleri,Steller's Jay,0.6614,s2lam005_180707_2018-07-11_06-00.wav,STJA
34,37,Cyanocitta stelleri,Steller's Jay,0.6381,s2lam005_180707_2018-07-11_06-00.wav,STJA
4,7,Empidonax difficilis,Pacific-slope Flycatcher,0.303,s2lam005_180707_2018-07-11_06-00.wav,PSFL
5,8,Cyanocitta stelleri,Steller's Jay,0.819,s2lam005_180707_2018-07-11_06-00.wav,STJA
52,55,Regulus satrapa,Golden-crowned Kinglet,0.1556,s2lam005_180707_2018-07-11_06-00.wav,NA
54,57,Regulus satrapa,Golden-crowned Kinglet,0.1833,s2lam005_180707_2018-07-11_06-00.wav,NA
57,60,Salpinctes obsoletus,Rock Wren,0.3224,s2lam005_180707_2018-07-11_06-00.wav,NA
6,9,Cyanocitta stelleri,Steller's Jay,0.9631,s2lam005_180707_2018-07-11_06-00.wav,STJA
7,10,Cyanocitta stelleri,Steller's Jay,0.9005,s2lam005_180707_2018-07-11_06-00.wav,STJA
9,12,Pipilo maculatus,Spotted Towhee,0.2128,s2lam005_180707_2018-07-11_06-00.wav,SPTO
27,30,Regulus satrapa,Golden-crowned Kinglet,0.1143,s2lam005_180707_2018-07-13_11-50.wav,NA
28,31,Regulus satrapa,Golden-crowned Kinglet,0.2998,s2lam005_180707_2018-07-13_11-50.wav,NA
29,32,Regulus satrapa,Golden-crowned Kinglet,0.1357,s2lam005_180707_2018-07-13_11-50.wav,NA
5,8,Regulus satrapa,Golden-crowned Kinglet,0.2629,s2lam005_180707_2018-07-13_11-50.wav,NA
6,9,Regulus satrapa,Golden-crowned Kinglet,0.2073,s2lam005_180707_2018-07-13_11-50.wav,NA
33,36,Regulus satrapa,Golden-crowned Kinglet,0.1076,s2lam005_190304_2019-03-06_07-10.wav,NA
4,7,Corvus brachyrhynchos,American Crow,0.1529,s2lam005_190304_2019-03-06_07-10.wav,AMCR
40,43,Regulus satrapa,Golden-crowned Kinglet,0.5912,s2lam005_190304_2019-03-06_07-10.wav,NA
41,44,Regulus satrapa,Golden-crowned Kinglet,0.3932,s2lam005_190304_2019-03-06_07-10.wav,NA
43,46,Regulus satrapa,Golden-crowned Kinglet,0.2405,s2lam005_190304_2019-03-06_07-10.wav,NA
44,47,Regulus satrapa,Golden-crowned Kinglet,0.2295,s2lam005_190304_2019-03-06_07-10.wav,NA
46,49,Regulus satrapa,Golden-crowned Kinglet,0.1174,s2lam005_190304_2019-03-06_07-10.wav,NA
47,50,Regulus satrapa,Golden-crowned Kinglet,0.1803,s2lam005_190304_2019-03-06_07-10.wav,NA
48,51,Certhia americana,Brown Creeper,0.1052,s2lam005_190304_2019-03-06_07-10.wav,BRCR
5,8,Corvus brachyrhynchos,American Crow,0.1125,s2lam005_190304_2019-03-06_07-10.wav,AMCR
52,55,Regulus satrapa,Golden-crowned Kinglet,0.1378,s2lam005_190304_2019-03-06_07-10.wav,NA
54,57,Certhia americana,Brown Creeper,0.1239,s2lam005_190304_2019-03-06_07-10.wav,BRCR
55,58,Regulus satrapa,Golden-crowned Kinglet,0.1008,s2lam005_190304_2019-03-06_07-10.wav,NA
0,3,Junco hyemalis,Dark-eyed Junco,0.8616,s2lam006_180604_2018-06-07_06-00.wav,DEJU
1,4,Junco hyemalis,Dark-eyed Junco,0.7843,s2lam006_180604_2018-06-07_06-00.wav,DEJU
10,13,Junco hyemalis,Dark-eyed Junco,0.3992,s2lam006_180604_2018-06-07_06-00.wav,DEJU
11,14,Junco hyemalis,Dark-eyed Junco,0.653,s2lam006_180604_2018-06-07_06-00.wav,DEJU
12,15,Junco hyemalis,Dark-eyed Junco,0.7931,s2lam006_180604_2018-06-07_06-00.wav,DEJU
13,16,Junco hyemalis,Dark-eyed Junco,0.6594,s2lam006_180604_2018-06-07_06-00.wav,DEJU
14,17,Junco hyemalis,Dark-eyed Junco,0.4054,s2lam006_180604_2018-06-07_06-00.wav,DEJU
15,18,Junco hyemalis,Dark-eyed Junco,0.6412,s2lam006_180604_2018-06-07_06-00.wav,DEJU
16,19,Junco hyemalis,Dark-eyed Junco,0.6936,s2lam006_180604_2018-06-07_06-00.wav,DEJU
17,20,Junco hyemalis,Dark-eyed Junco,0.6922,s2lam006_180604_2018-06-07_06-00.wav,DEJU
18,21,Junco hyemalis,Dark-eyed Junco,0.3004,s2lam006_180604_2018-06-07_06-00.wav,DEJU
19,22,Junco hyemalis,Dark-eyed Junco,0.7006,s2lam006_180604_2018-06-07_06-00.wav,DEJU
2,5,Junco hyemalis,Dark-eyed Junco,0.7506,s2lam006_180604_2018-06-07_06-00.wav,DEJU
20,23,Junco hyemalis,Dark-eyed Junco,0.6468,s2lam006_180604_2018-06-07_06-00.wav,DEJU
21,24,Junco hyemalis,Dark-eyed Junco,0.5124,s2lam006_180604_2018-06-07_06-00.wav,DEJU
22,25,Junco hyemalis,Dark-eyed Junco,0.6194,s2lam006_180604_2018-06-07_06-00.wav,DEJU
23,26,Junco hyemalis,Dark-eyed Junco,0.6608,s2lam006_180604_2018-06-07_06-00.wav,DEJU
24,27,Junco hyemalis,Dark-eyed Junco,0.6362,s2lam006_180604_2018-06-07_06-00.wav,DEJU
25,28,Junco hyemalis,Dark-eyed Junco,0.1254,s2lam006_180604_2018-06-07_06-00.wav,DEJU
26,29,Junco hyemalis,Dark-eyed Junco,0.7569,s2lam006_180604_2018-06-07_06-00.wav,DEJU
27,30,Junco hyemalis,Dark-eyed Junco,0.846,s2lam006_180604_2018-06-07_06-00.wav,DEJU
28,31,Junco hyemalis,Dark-eyed Junco,0.4574,s2lam006_180604_2018-06-07_06-00.wav,DEJU
29,32,Junco hyemalis,Dark-eyed Junco,0.1089,s2lam006_180604_2018-06-07_06-00.wav,DEJU
3,6,Junco hyemalis,Dark-eyed Junco,0.548,s2lam006_180604_2018-06-07_06-00.wav,DEJU
30,33,Junco hyemalis,Dark-eyed Junco,0.665,s2lam006_180604_2018-06-07_06-00.wav,DEJU
31,34,Junco hyemalis,Dark-eyed Junco,0.7202,s2lam006_180604_2018-06-07_06-00.wav,DEJU
32,35,Junco hyemalis,Dark-eyed Junco,0.3884,s2lam006_180604_2018-06-07_06-00.wav,DEJU
33,36,Junco hyemalis,Dark-eyed Junco,0.1451,s2lam006_180604_2018-06-07_06-00.wav,DEJU
34,37,Junco hyemalis,Dark-eyed Junco,0.8175,s2lam006_180604_2018-06-07_06-00.wav,DEJU
35,38,Junco hyemalis,Dark-eyed Junco,0.8043,s2lam006_180604_2018-06-07_06-00.wav,DEJU
36,39,Junco hyemalis,Dark-eyed Junco,0.6273,s2lam006_180604_2018-06-07_06-00.wav,DEJU
38,41,Junco hyemalis,Dark-eyed Junco,0.6588,s2lam006_180604_2018-06-07_06-00.wav,DEJU
39,42,Junco hyemalis,Dark-eyed Junco,0.5534,s2lam006_180604_2018-06-07_06-00.wav,DEJU
4,7,Junco hyemalis,Dark-eyed Junco,0.7015,s2lam006_180604_2018-06-07_06-00.wav,DEJU
40,43,Junco hyemalis,Dark-eyed Junco,0.5675,s2lam006_180604_2018-06-07_06-00.wav,DEJU
41,44,Junco hyemalis,Dark-eyed Junco,0.1893,s2lam006_180604_2018-06-07_06-00.wav,DEJU
42,45,Junco hyemalis,Dark-eyed Junco,0.3627,s2lam006_180604_2018-06-07_06-00.wav,DEJU
43,46,Junco hyemalis,Dark-eyed Junco,0.5299,s2lam006_180604_2018-06-07_06-00.wav,DEJU
44,47,Junco hyemalis,Dark-eyed Junco,0.4613,s2lam006_180604_2018-06-07_06-00.wav,DEJU
45,48,Junco hyemalis,Dark-eyed Junco,0.6672,s2lam006_180604_2018-06-07_06-00.wav,DEJU
46,49,Junco hyemalis,Dark-eyed Junco,0.5823,s2lam006_180604_2018-06-07_06-00.wav,DEJU
47,50,Junco hyemalis,Dark-eyed Junco,0.7417,s2lam006_180604_2018-06-07_06-00.wav,DEJU
48,51,Junco hyemalis,Dark-eyed Junco,0.4327,s2lam006_180604_2018-06-07_06-00.wav,DEJU
49,52,Junco hyemalis,Dark-eyed Junco,0.4533,s2lam006_180604_2018-06-07_06-00.wav,DEJU
5,8,Junco hyemalis,Dark-eyed Junco,0.7176,s2lam006_180604_2018-06-07_06-00.wav,DEJU
50,53,Junco hyemalis,Dark-eyed Junco,0.6298,s2lam006_180604_2018-06-07_06-00.wav,DEJU
51,54,Junco hyemalis,Dark-eyed Junco,0.7549,s2lam006_180604_2018-06-07_06-00.wav,DEJU
52,55,Junco hyemalis,Dark-eyed Junco,0.3037,s2lam006_180604_2018-06-07_06-00.wav,DEJU
54,57,Junco hyemalis,Dark-eyed Junco,0.2391,s2lam006_180604_2018-06-07_06-00.wav,DEJU
55,58,Junco hyemalis,Dark-eyed Junco,0.3114,s2lam006_180604_2018-06-07_06-00.wav,DEJU
56,59,Junco hyemalis,Dark-eyed Junco,0.2458,s2lam006_180604_2018-06-07_06-00.wav,DEJU
57,60,Tachycineta thalassina,Violet-green Swallow,0.1095,s2lam006_180604_2018-06-07_06-00.wav,NA
6,9,Junco hyemalis,Dark-eyed Junco,0.4987,s2lam006_180604_2018-06-07_06-00.wav,DEJU
7,10,Junco hyemalis,Dark-eyed Junco,0.7359,s2lam006_180604_2018-06-07_06-00.wav,DEJU
8,11,Junco hyemalis,Dark-eyed Junco,0.8105,s2lam006_180604_2018-06-07_06-00.wav,DEJU
9,12,Junco hyemalis,Dark-eyed Junco,0.7395,s2lam006_180604_2018-06-07_06-00.wav,DEJU
1,4,Junco hyemalis,Dark-eyed Junco,0.4766,s2lam006_180604_2018-06-08_07-00.wav,DEJU
10,13,Junco hyemalis,Dark-eyed Junco,0.7781,s2lam006_180604_2018-06-08_07-00.wav,DEJU
11,14,Junco hyemalis,Dark-eyed Junco,0.8058,s2lam006_180604_2018-06-08_07-00.wav,DEJU
12,15,Junco hyemalis,Dark-eyed Junco,0.5526,s2lam006_180604_2018-06-08_07-00.wav,DEJU
13,16,Junco hyemalis,Dark-eyed Junco,0.5733,s2lam006_180604_2018-06-08_07-00.wav,DEJU
14,17,Junco hyemalis,Dark-eyed Junco,0.3189,s2lam006_180604_2018-06-08_07-00.wav,DEJU
15,18,Junco hyemalis,Dark-eyed Junco,0.7585,s2lam006_180604_2018-06-08_07-00.wav,DEJU
16,19,Junco hyemalis,Dark-eyed Junco,0.6774,s2lam006_180604_2018-06-08_07-00.wav,DEJU
17,20,Junco hyemalis,Dark-eyed Junco,0.7499,s2lam006_180604_2018-06-08_07-00.wav,DEJU
18,21,Junco hyemalis,Dark-eyed Junco,0.4126,s2lam006_180604_2018-06-08_07-00.wav,DEJU
19,22,Junco hyemalis,Dark-eyed Junco,0.2222,s2lam006_180604_2018-06-08_07-00.wav,DEJU
2,5,Junco hyemalis,Dark-eyed Junco,0.6956,s2lam006_180604_2018-06-08_07-00.wav,DEJU
20,23,Junco hyemalis,Dark-eyed Junco,0.6849,s2lam006_180604_2018-06-08_07-00.wav,DEJU
21,24,Junco hyemalis,Dark-eyed Junco,0.55,s2lam006_180604_2018-06-08_07-00.wav,DEJU
22,25,Junco hyemalis,Dark-eyed Junco,0.5451,s2lam006_180604_2018-06-08_07-00.wav,DEJU
23,26,Melozone crissalis,California Towhee,0.6379,s2lam006_180604_2018-06-08_07-00.wav,CALT
24,27,Junco hyemalis,Dark-eyed Junco,0.4044,s2lam006_180604_2018-06-08_07-00.wav,DEJU
25,28,Junco hyemalis,Dark-eyed Junco,0.78,s2lam006_180604_2018-06-08_07-00.wav,DEJU
26,29,Junco hyemalis,Dark-eyed Junco,0.7088,s2lam006_180604_2018-06-08_07-00.wav,DEJU
27,30,Junco hyemalis,Dark-eyed Junco,0.3472,s2lam006_180604_2018-06-08_07-00.wav,DEJU
28,31,Melozone crissalis,California Towhee,0.4758,s2lam006_180604_2018-06-08_07-00.wav,CALT
29,32,Melozone crissalis,California Towhee,0.4889,s2lam006_180604_2018-06-08_07-00.wav,CALT
3,6,Junco hyemalis,Dark-eyed Junco,0.7146,s2lam006_180604_2018-06-08_07-00.wav,DEJU
30,33,Melozone crissalis,California Towhee,0.4069,s2lam006_180604_2018-06-08_07-00.wav,CALT
31,34,Melozone crissalis,California Towhee,0.3961,s2lam006_180604_2018-06-08_07-00.wav,CALT
32,35,Junco hyemalis,Dark-eyed Junco,0.5561,s2lam006_180604_2018-06-08_07-00.wav,DEJU
33,36,Junco hyemalis,Dark-eyed Junco,0.8493,s2lam006_180604_2018-06-08_07-00.wav,DEJU
34,37,Junco hyemalis,Dark-eyed Junco,0.6235,s2lam006_180604_2018-06-08_07-00.wav,DEJU
35,38,Junco hyemalis,Dark-eyed Junco,0.3867,s2lam006_180604_2018-06-08_07-00.wav,DEJU
36,39,Melozone crissalis,California Towhee,0.6534,s2lam006_180604_2018-06-08_07-00.wav,CALT
37,40,Melozone crissalis,California Towhee,0.3797,s2lam006_180604_2018-06-08_07-00.wav,CALT
38,41,Melozone crissalis,California Towhee,0.444,s2lam006_180604_2018-06-08_07-00.wav,CALT
39,42,Melozone crissalis,California Towhee,0.3176,s2lam006_180604_2018-06-08_07-00.wav,CALT
4,7,Junco hyemalis,Dark-eyed Junco,0.8157,s2lam006_180604_2018-06-08_07-00.wav,DEJU
40,43,Melozone crissalis,California Towhee,0.9418,s2lam006_180604_2018-06-08_07-00.wav,CALT
41,44,Melozone crissalis,California Towhee,0.6862,s2lam006_180604_2018-06-08_07-00.wav,CALT
42,45,Melozone crissalis,California Towhee,0.5547,s2lam006_180604_2018-06-08_07-00.wav,CALT
43,46,Melozone crissalis,California Towhee,0.4919,s2lam006_180604_2018-06-08_07-00.wav,CALT
44,47,Melozone crissalis,California Towhee,0.74,s2lam006_180604_2018-06-08_07-00.wav,CALT
45,48,Melozone crissalis,California Towhee,0.6672,s2lam006_180604_2018-06-08_07-00.wav,CALT
46,49,Melozone crissalis,California Towhee,0.9213,s2lam006_180604_2018-06-08_07-00.wav,CALT
47,50,Melozone crissalis,California Towhee,0.6167,s2lam006_180604_2018-06-08_07-00.wav,CALT
48,51,Melozone crissalis,California Towhee,0.1001,s2lam006_180604_2018-06-08_07-00.wav,CALT
49,52,Melozone crissalis,California Towhee,0.4644,s2lam006_180604_2018-06-08_07-00.wav,CALT
5,8,Junco hyemalis,Dark-eyed Junco,0.6064,s2lam006_180604_2018-06-08_07-00.wav,DEJU
50,53,Empidonax difficilis,Pacific-slope Flycatcher,0.1861,s2lam006_180604_2018-06-08_07-00.wav,PSFL
51,54,Melozone crissalis,California Towhee,0.1663,s2lam006_180604_2018-06-08_07-00.wav,CALT
53,56,Melozone crissalis,California Towhee,0.6818,s2lam006_180604_2018-06-08_07-00.wav,CALT
54,57,Melozone crissalis,California Towhee,0.231,s2lam006_180604_2018-06-08_07-00.wav,CALT
55,58,Melozone crissalis,California Towhee,0.2801,s2lam006_180604_2018-06-08_07-00.wav,CALT
57,60,Melozone crissalis,California Towhee,0.5631,s2lam006_180604_2018-06-08_07-00.wav,CALT
6,9,Junco hyemalis,Dark-eyed Junco,0.4946,s2lam006_180604_2018-06-08_07-00.wav,DEJU
7,10,Junco hyemalis,Dark-eyed Junco,0.5994,s2lam006_180604_2018-06-08_07-00.wav,DEJU
8,11,Junco hyemalis,Dark-eyed Junco,0.6518,s2lam006_180604_2018-06-08_07-00.wav,DEJU
9,12,Junco hyemalis,Dark-eyed Junco,0.8573,s2lam006_180604_2018-06-08_07-00.wav,DEJU
0,3,Catharus guttatus,Hermit Thrush,0.6092,s2lam006_180604_2018-06-09_06-20.wav,HETH
1,4,Cyanocitta stelleri,Steller's Jay,0.8762,s2lam006_180604_2018-06-09_06-20.wav,STJA
10,13,Catharus guttatus,Hermit Thrush,0.6093,s2lam006_180604_2018-06-09_06-20.wav,HETH
11,14,Catharus guttatus,Hermit Thrush,0.7592,s2lam006_180604_2018-06-09_06-20.wav,HETH
12,15,Catharus guttatus,Hermit Thrush,0.3294,s2lam006_180604_2018-06-09_06-20.wav,HETH
13,16,Catharus guttatus,Hermit Thrush,0.8763,s2lam006_180604_2018-06-09_06-20.wav,HETH
14,17,Catharus guttatus,Hermit Thrush,0.7439,s2lam006_180604_2018-06-09_06-20.wav,HETH
15,18,Catharus guttatus,Hermit Thrush,0.5906,s2lam006_180604_2018-06-09_06-20.wav,HETH
17,20,Catharus guttatus,Hermit Thrush,0.9087,s2lam006_180604_2018-06-09_06-20.wav,HETH
18,21,Catharus guttatus,Hermit Thrush,0.9199,s2lam006_180604_2018-06-09_06-20.wav,HETH
19,22,Catharus guttatus,Hermit Thrush,0.937,s2lam006_180604_2018-06-09_06-20.wav,HETH
2,5,Cyanocitta stelleri,Steller's Jay,0.8943,s2lam006_180604_2018-06-09_06-20.wav,STJA
22,25,Catharus guttatus,Hermit Thrush,0.2871,s2lam006_180604_2018-06-09_06-20.wav,HETH
23,26,Catharus guttatus,Hermit Thrush,0.4412,s2lam006_180604_2018-06-09_06-20.wav,HETH
